0,01;0,38
0,02;0,366
0,03;0,351
0,04;0,339
0,05;0,33
0,06;0,322
0,07;0,316
0,08;0,309
0,09;0,312
0,1;0,314
0,11;0,315
0,12;0,316
0,13;0,316
0,14;0,316
0,15;0,316
0,16;0,316
0,17;0,316
0,18;0,315
0,19;0,315
0,2;0,314
0,21;0,314
0,22;0,313
0,23;0,313
0,24;0,312
0,25;0,311
0,26;0,311
0,27;0,311
0,28;0,31
0,29;0,31
0,3;0,309
0,31;0,309
0,32;0,308
0,33;0,308
0,34;0,308
0,35;0,307
0,36;0,307
0,37;0,306
0,38;0,306
0,39;0,306
0,4;0,305
0,41;0,305
0,42;0,304
0,43;0,304
0,44;0,304
0,45;0,303
0,46;0,303
0,47;0,303
0,48;0,302
0,49;0,302
0,5;0,302
0,51;0,302
0,52;0,301
0,53;0,301
0,54;0,301
0,55;0,3
0,56;0,3
0,57;0,3
0,58;0,3
0,59;0,299
0,6;0,299
0,61;0,299
0,62;0,299
0,63;0,299
0,64;0,299
0,65;0,299
0,66;0,299
0,67;0,299
0,68;0,3
0,69;0,3
0,7;0,3
0,71;0,3
0,72;0,3
0,73;0,3
0,74;0,3
0,75;0,3
0,76;0,3
0,77;0,3
0,78;0,3
0,79;0,3
0,8;0,3
0,81;0,301
0,82;0,301
0,83;0,301
0,84;0,301
0,85;0,301
0,86;0,301
0,87;0,301
0,88;0,301
0,89;0,301
0,9;0,302
0,91;0,304
0,92;0,31
0,93;0,318
0,94;0,327
0,95;0,335
0,96;0,343
0,97;0,352
0,98;0,36
0,99;0,368
1;0,377
1,01;0,385
1,02;0,393
1,03;0,402
1,04;0,41
1,05;0,418
1,06;0,418
1,07;0,418
1,08;0,419
1,09;0,419
1,1;0,42
1,11;0,42
1,12;0,421
1,13;0,422
1,14;0,423
1,15;0,424
1,16;0,424
1,17;0,425
1,18;0,425
1,19;0,426
1,2;0,427
1,21;0,428
1,22;0,429
1,23;0,43
1,24;0,431
1,25;0,432
1,26;0,434
1,27;0,435
1,28;0,437
1,29;0,438
1,3;0,44
1,31;0,442
1,32;0,444
1,33;0,446
1,34;0,448
1,35;0,45
1,36;0,453
1,37;0,455
1,38;0,457
1,39;0,46
1,4;0,463
1,41;0,465
1,42;0,468
1,43;0,471
1,44;0,474
1,45;0,478
1,46;0,475
1,47;0,472
1,48;0,469
1,49;0,467
1,5;0,464
1,51;0,462
1,52;0,459
1,53;0,457
1,54;0,455
1,55;0,452
1,56;0,45
1,57;0,448
1,58;0,445
1,59;0,443
1,6;0,441
1,61;0,439
1,62;0,437
1,63;0,434
1,64;0,432
1,65;0,43
1,66;0,428
1,67;0,426
1,68;0,424
1,69;0,422
1,7;0,42
1,71;0,418
1,72;0,416
1,73;0,415
1,74;0,413
1,75;0,411
1,76;0,409
1,77;0,407
1,78;0,405
1,79;0,403
1,8;0,402
1,81;0,4
1,82;0,398
1,83;0,396
1,84;0,395
1,85;0,393
1,86;0,391
1,87;0,39
1,88;0,388
1,89;0,386
1,9;0,385
1,91;0,383
1,92;0,381
1,93;0,38
1,94;0,378
1,95;0,377
1,96;0,375
1,97;0,373
1,98;0,372
1,99;0,37
2;0,369
2,01;0,367
2,02;0,366
2,03;0,365
2,04;0,363
2,05;0,362
2,06;0,361
2,07;0,359
2,08;0,358
2,09;0,357
2,1;0,355
2,11;0,354
2,12;0,353
2,13;0,352
2,14;0,35
2,15;0,349
2,16;0,348
2,17;0,347
2,18;0,345
2,19;0,344
2,2;0,343
2,21;0,342
2,22;0,341
2,23;0,34
2,24;0,338
2,25;0,337
2,26;0,336
2,27;0,335
2,28;0,334
2,29;0,333
2,3;0,331
2,31;0,33
2,32;0,329
2,33;0,328
2,34;0,327
2,35;0,326
2,36;0,325
2,37;0,324
2,38;0,323
2,39;0,322
2,4;0,321
2,41;0,319
2,42;0,318
2,43;0,317
2,44;0,316
2,45;0,315
2,46;0,314
2,47;0,313
2,48;0,312
2,49;0,311
2,5;0,31
2,51;0,309
2,52;0,308
2,53;0,307
2,54;0,306
2,55;0,305
2,56;0,304
2,57;0,303
2,58;0,302
2,59;0,301
2,6;0,3
2,61;0,3
2,62;0,299
2,63;0,298
2,64;0,297
2,65;0,296
2,66;0,295
2,67;0,294
2,68;0,293
2,69;0,292
2,7;0,291
2,71;0,29
2,72;0,29
2,73;0,289
2,74;0,288
2,75;0,287
2,76;0,286
2,77;0,285
2,78;0,284
2,79;0,283
2,8;0,283
2,81;0,282
2,82;0,281
2,83;0,28
2,84;0,279
2,85;0,278
2,86;0,278
2,87;0,277
2,88;0,276
2,89;0,275
2,9;0,274
2,91;0,273
2,92;0,273
2,93;0,272
2,94;0,271
2,95;0,27
2,96;0,27
2,97;0,269
2,98;0,268
2,99;0,267
3;0,266
3,01;0,266
3,02;0,265
3,03;0,264
3,04;0,263
3,05;0,263
3,06;0,262
3,07;0,261
3,08;0,26
3,09;0,26
3,1;0,259
3,11;0,258
3,12;0,258
3,13;0,257
3,14;0,256
3,15;0,255
3,16;0,255
3,17;0,254
3,18;0,253
3,19;0,253
3,2;0,252
3,21;0,251
3,22;0,251
3,23;0,25
3,24;0,249
3,25;0,248
3,26;0,248
3,27;0,247
3,28;0,246
3,29;0,246
3,3;0,245
3,31;0,244
3,32;0,244
3,33;0,243
3,34;0,243
3,35;0,242
3,36;0,241
3,37;0,241
3,38;0,24
3,39;0,239
3,4;0,239
3,41;0,238
3,42;0,237
3,43;0,237
3,44;0,236
3,45;0,236
3,46;0,235
3,47;0,234
3,48;0,234
3,49;0,233
3,5;0,233
3,51;0,232
3,52;0,231
3,53;0,231
3,54;0,23
3,55;0,23
3,56;0,229
3,57;0,229
3,58;0,228
3,59;0,227
3,6;0,227
3,61;0,226
3,62;0,226
3,63;0,225
3,64;0,225
3,65;0,224
3,66;0,223
3,67;0,223
3,68;0,222
3,69;0,222
3,7;0,221
3,71;0,221
3,72;0,22
3,73;0,22
3,74;0,219
3,75;0,219
3,76;0,218
3,77;0,218
3,78;0,217
3,79;0,217
3,8;0,216
3,81;0,216
3,82;0,215
3,83;0,215
3,84;0,214
3,85;0,214
3,86;0,213
3,87;0,213
3,88;0,212
3,89;0,212
3,9;0,211
3,91;0,211
3,92;0,21
3,93;0,21
3,94;0,209
3,95;0,209
3,96;0,208
3,97;0,208
3,98;0,207
3,99;0,207
4;0,206
4,01;0,206
4,02;0,205
4,03;0,205
4,04;0,204
4,05;0,204
4,06;0,203
4,07;0,203
4,08;0,203
4,09;0,202
4,1;0,202
4,11;0,201
4,12;0,201
4,13;0,2
4,14;0,2
4,15;0,199
4,16;0,199
4,17;0,199
4,18;0,198
4,19;0,198
4,2;0,197
4,21;0,197
4,22;0,196
4,23;0,196
4,24;0,196
4,25;0,195
4,26;0,195
4,27;0,194
4,28;0,194
4,29;0,194
4,3;0,193
4,31;0,193
4,32;0,192
4,33;0,192
4,34;0,192
4,35;0,191
4,36;0,191
4,37;0,19
4,38;0,19
4,39;0,19
4,4;0,189
4,41;0,189
4,42;0,188
4,43;0,188
4,44;0,188
4,45;0,187
4,46;0,187
4,47;0,186
4,48;0,186
4,49;0,186
4,5;0,185
4,51;0,185
4,52;0,185
4,53;0,184
4,54;0,184
4,55;0,184
4,56;0,183
4,57;0,183
4,58;0,182
4,59;0,182
4,6;0,182
4,61;0,181
4,62;0,181
4,63;0,181
4,64;0,18
4,65;0,18
4,66;0,18
4,67;0,179
4,68;0,179
4,69;0,178
4,7;0,178
4,71;0,178
4,72;0,177
4,73;0,177
4,74;0,177
4,75;0,176
4,76;0,176
4,77;0,176
4,78;0,175
4,79;0,175
4,8;0,175
4,81;0,174
4,82;0,174
4,83;0,174
4,84;0,173
4,85;0,173
4,86;0,173
4,87;0,172
4,88;0,172
4,89;0,172
4,9;0,171
4,91;0,171
4,92;0,171
4,93;0,17
4,94;0,17
4,95;0,17
4,96;0,169
4,97;0,169
4,98;0,169
4,99;0,169
5;0,168
5,01;0,168
5,02;0,168
5,03;0,167
5,04;0,167
5,05;0,167
5,06;0,166
5,07;0,166
5,08;0,166
5,09;0,165
5,1;0,165
5,11;0,165
5,12;0,164
5,13;0,164
5,14;0,164
5,15;0,164
5,16;0,163
5,17;0,163
5,18;0,163
5,19;0,162
5,2;0,162
5,21;0,162
5,22;0,161
5,23;0,161
5,24;0,161
5,25;0,161
5,26;0,16
5,27;0,16
5,28;0,16
5,29;0,159
5,3;0,159
5,31;0,159
5,32;0,158
5,33;0,158
5,34;0,158
5,35;0,158
5,36;0,157
5,37;0,157
5,38;0,157
5,39;0,156
5,4;0,156
5,41;0,156
5,42;0,156
5,43;0,155
5,44;0,155
5,45;0,155
5,46;0,154
5,47;0,154
5,48;0,154
5,49;0,154
5,5;0,153
5,51;0,153
5,52;0,153
5,53;0,152
5,54;0,152
5,55;0,152
5,56;0,152
5,57;0,151
5,58;0,151
5,59;0,151
5,6;0,15
5,61;0,15
5,62;0,15
5,63;0,15
5,64;0,149
5,65;0,149
5,66;0,149
5,67;0,148
5,68;0,148
5,69;0,148
5,7;0,148
5,71;0,147
5,72;0,147
5,73;0,147
5,74;0,147
5,75;0,146
5,76;0,146
5,77;0,146
5,78;0,145
5,79;0,145
5,8;0,145
5,81;0,145
5,82;0,144
5,83;0,144
5,84;0,144
5,85;0,143
5,86;0,143
5,87;0,143
5,88;0,143
5,89;0,142
5,9;0,142
5,91;0,142
5,92;0,142
5,93;0,141
5,94;0,141
5,95;0,141
5,96;0,14
5,97;0,14
5,98;0,14
5,99;0,14
6;0,139
6,01;0,139
6,02;0,139
6,03;0,139
6,04;0,138
6,05;0,138
6,06;0,138
6,07;0,138
6,08;0,137
6,09;0,137
6,1;0,137
6,11;0,137
6,12;0,137
6,13;0,136
6,14;0,136
6,15;0,136
6,16;0,136
6,17;0,135
6,18;0,135
6,19;0,135
6,2;0,135
6,21;0,135
6,22;0,134
6,23;0,134
6,24;0,134
6,25;0,134
6,26;0,133
6,27;0,133
6,28;0,133
6,29;0,133
6,3;0,133
6,31;0,132
6,32;0,132
6,33;0,132
6,34;0,132
6,35;0,132
6,36;0,131
6,37;0,131
6,38;0,131
